82
VM,Load,Load Frac,Avg Delay
1,2.4,2.4,0.8608502536319738
1,4.8,4.8,0.749799999999961
1,7.199999999999999,7.199999999999999,0.7533578617900977
1,9.6,9.6,0.8538000000001384
1,12.0,12.0,0.8710000000000946
1,14.399999999999999,14.399999999999999,1.1794819645148953
1,16.8,16.8,0.9516826224993566
1,19.2,19.2,0.9467065562485004
1,21.599999999999998,21.599999999999998,0.87824999999998
1,24.0,24.0,1.107511387795101
1,26.4,26.4,1.2209341633868418
1,28.799999999999997,28.799999999999997,1.2870329112187358
1,31.2,31.2,1.3127379743079457
1,33.6,33.6,1.7196418377769063
1,36.0,36.0,1.7324265091774576
1,38.4,38.4,2.1364867089969266
1,40.8,40.8,2.267936328707947
1,43.199999999999996,43.199999999999996,3.105443638633749
1,45.6,45.6,6.676944515827746
1,48.0,48.0,7.011495493170515
1,50.4,50.4,7.004942429179208
1,52.8,52.8,7.152475576470173
1,55.199999999999996,55.199999999999996,9.059846485006702
1,57.599999999999994,57.599999999999994,9.931790537250707
1,60.0,60.0,10.723866519229516
1,61.199999999999996,61.199999999999996,11.685748176772526
1,62.4,62.4,12.2102208995344
1,63.599999999999994,63.599999999999994,12.924831873408765
1,64.8,64.8,12.947391404866712
1,66.0,66.0,13.377965539183062
1,67.2,67.2,14.470954879063356
1,68.39999999999999,68.39999999999999,15.186974716905741
1,69.6,69.6,15.828898099131594
1,70.8,70.8,16.154092849492727
1,72.0,72.0,16.540982318224255
1,73.2,73.2,17.324242373991183
1,74.39999999999999,74.39999999999999,17.44812973895023
1,75.6,75.6,17.7609179415282
1,76.8,76.8,17.88102891367999
1,78.0,78.0,18.065305406502375
1,79.2,79.2,19.340133812273056
1,80.39999999999999,80.39999999999999,19.330540720857243
1,81.6,81.6,20.289914771460463
1,82.8,82.8,20.46105780940743
1,84.0,84.0,21.126255232387482
1,85.2,85.2,21.969324175491415
1,86.39999999999999,86.39999999999999,22.412246838659495
1,87.6,87.6,23.192526191025536
1,88.8,88.8,23.27869000327591
1,90.0,90.0,23.748179895671633
1,91.2,91.2,23.86834914362844
1,92.39999999999999,92.39999999999999,24.052215784729935
1,93.6,93.6,24.506959683196335
1,94.8,94.8,24.518086791628587
1,96.0,96.0,24.526793520429052
1,97.2,97.2,26.575313382237802
1,98.39999999999999,98.39999999999999,26.802719956466536
1,99.6,99.6,28.935942625758614
1,100.8,100.8,29.4148006008254
1,102.0,102.0,29.961633878336947
1,103.2,103.2,30.739652046108315
1,104.39999999999999,104.39999999999999,31.384779949533915
1,105.6,105.6,31.791526838620484
1,106.8,106.8,32.119999619334706
1,108.0,108.0,32.636639931732496
1,109.2,109.2,34.330837349091595
1,110.39999999999999,110.39999999999999,34.547109598343376
1,111.6,111.6,35.18400093065611
1,112.8,112.8,35.805964130646316
1,114.0,114.0,37.22533120022054
1,115.19999999999999,115.19999999999999,38.617815152493485
1,116.39999999999999,116.39999999999999,39.1440250550113
1,117.6,117.6,39.559331817285056
1,118.8,118.8,39.57189281839164
1,120.0,120.0,41.01068816362239
1,123.6,123.6,45.71269695425144
1,127.19999999999999,127.19999999999999,50.30825312183224
1,130.79999999999998,130.79999999999998,51.22503645608231
1,134.4,134.4,55.5207643143367
1,138.0,138.0,59.514884019609596
1,141.6,141.6,66.77145887594088
1,145.2,145.2,71.0770211443625
2,4.4,2.2,0.6020000000047729
2,8.8,4.4,0.6021516102802705
2,13.200000000000001,6.6000000000000005,0.6936500000061638
2,17.6,8.8,0.698800000000483
2,22.0,11.0,0.7097500000018044
2,26.400000000000002,13.200000000000001,0.7856674647329777
2,30.800000000000004,15.400000000000002,0.8060946164390776
2,35.2,17.6,0.8406290752085624
2,39.6,19.8,0.8455348093266366
2,44.0,22.0,0.901639734290076
2,48.400000000000006,24.200000000000003,2.7965076460779548
2,52.800000000000004,26.400000000000002,2.7212810805562238
2,57.2,28.6,3.1541902886689055
2,61.60000000000001,30.800000000000004,3.608146956239943
2,66.0,33.0,3.7975875201773306
2,70.4,35.2,4.5079928717663025
