23
VM,Load,Load Frac,Avg Delay
1,58.0,58.0,0.31242296893255705
1,116.0,116.0,0.4021133838135813
1,174.0,174.0,0.48676443664524033
1,232.0,232.0,0.5999607712477001
1,290.0,290.0,0.7489690231915662
1,307.4,307.4,0.8431777027686712
1,324.8,324.8,0.9455194788150266
1,342.2,342.2,1.0271866736471704
1,359.59999999999997,359.59999999999997,1.176095629864677
1,377.0,377.0,1.2919036659045602
1,394.4,394.4,1.3918727366725658
1,411.8,411.8,1.5173175467518756
1,429.2,429.2,1.6908998179813288
1,446.59999999999997,446.59999999999997,1.9622763758705373
1,464.0,464.0,2.1881159880571426
1,493.0,493.0,2.7196104065071673
1,522.0,522.0,3.4360799419171695
1,551.0,551.0,4.321245356066988
1,580.0,580.0,5.873055496604677
1,609.0,609.0,7.665407993846808
1,638.0,638.0,10.244363921237813
1,667.0,667.0,13.56574138402473
1,696.0,696.0,18.077744778274244
2,121.80000000000001,60.900000000000006,0.3117890273011768
2,243.60000000000002,121.80000000000001,0.37569026195644145
2,365.40000000000003,182.70000000000002,0.4913453690559288
2,487.20000000000005,243.60000000000002,0.6016335997915715
2,609.0,304.5,0.7567627728292129
2,645.54,322.77,0.822311933117148
2,682.08,341.04,0.8959707866053217
2,718.62,359.31,1.0068915873656663
2,755.16,377.58,1.1379480569324172
2,791.7,395.85,1.2770468501686303
2,828.24,414.12,1.4531239897589765
2,864.7800000000001,432.39000000000004,1.6099332518824065
2,901.32,450.66,1.8488624500482886
2,937.86,468.93,2.089336413503199
2,974.4000000000001,487.20000000000005,2.396772558357926
2,1035.3,517.65,3.045969002943037
2,1096.2,548.1,3.8797702456150134
2,1157.1000000000001,578.5500000000001,5.029802107689655
2,1218.0,609.0,6.448269535948947
2,1278.9,639.45,8.666133255066919
2,1339.8,669.9,11.693543848580129
2,1400.7,700.35,15.777774052209853
2,1461.6000000000001,730.8000000000001,20.72473448504866
4,237.79999999999998,59.449999999999996,0.2848558991109178
4,475.59999999999997,118.89999999999999,0.34525705593520584
4,713.4,178.35,0.4101645804357112
4,951.1999999999999,237.79999999999998,0.5311471678030123
4,1189.0,297.25,0.6739597243898129
4,1260.3399999999997,315.0849999999999,0.7287273896556047
4,1331.6799999999998,332.91999999999996,0.7907281372845076
4,1403.0199999999998,350.75499999999994,0.8691466478686534
4,1474.3599999999997,368.5899999999999,0.9587634317447393
4,1545.6999999999998,386.42499999999995,1.055547781955342
4,1617.0399999999997,404.25999999999993,1.1596271645842937
4,1688.3799999999999,422.09499999999997,1.2775099193278965
4,1759.7199999999998,439.92999999999995,1.4168423021865033
4,1831.0599999999997,457.76499999999993,1.5586218682492803
4,1902.3999999999999,475.59999999999997,1.764953766783865
4,2021.2999999999997,505.32499999999993,2.1656050854480178
4,2140.2,535.05,2.6414168935514186
4,2259.1,564.775,3.1844443081409253
4,2378.0,594.5,4.0044473942237975
4,2496.8999999999996,624.2249999999999,5.244251669912975
4,2615.7999999999997,653.9499999999999,7.472146747942989
4,2734.7,683.675,10.689525546722104
4,2853.6,713.4,14.646573806040832
8,522.0,65.25,0.26845483365713946
8,1044.0,130.5,0.3108319061745289
8,1566.0,195.75,0.3691838300825072
8,2088.0,261.0,0.44139596612302684
8,2610.0,326.25,0.491881847451695
8,2766.6,345.825,0.5078171080883149
8,2923.2000000000003,365.40000000000003,0.5378599071587826
8,3079.7999999999997,384.97499999999997,0.639047512278618
8,3236.3999999999996,404.54999999999995,0.7410450273494142
8,3393.0,424.125,0.8823336928771065
8,3549.6,443.7,1.0230483298780486
8,3706.2000000000003,463.27500000000003,1.1928595180994601
8,3862.7999999999997,482.84999999999997,1.4119913076451103
8,4019.3999999999996,502.42499999999995,1.6701805605948363
8,4176.0,522.0,1.8006497616033492
8,4437.0,554.625,1.8743703321265266
8,4698.0,587.25,2.0237069770066025
8,4959.0,619.875,2.176436885491269
8,5220.0,652.5,2.4417403585687465
8,5481.0,685.125,2.8208743827685847
8,5742.0,717.75,4.6201922935065785
8,6003.0,750.375,8.609989997921847
8,6264.0,783.0,13.402774062136467
16,1102.0,68.875,0.24079813779128248
16,2204.0,137.75,0.24127355650241206
16,3306.0,206.625,0.25001968385548484
16,4408.0,275.5,0.28004159191916234
16,5510.0,344.375,0.2736214193137255
16,5840.599999999999,365.03749999999997,0.2803584997266002
16,6171.2,385.7,0.29767854884972367
16,6501.8,406.3625,0.29508630230516064
16,6832.4,427.025,0.29324843926359195
16,7163.0,447.6875,0.2917607069256155
16,7493.599999999999,468.34999999999997,0.2906220078907901
16,7824.2,489.0125,0.2898689781635719
16,8154.8,509.675,0.28975303169357597
16,8485.4,530.3375,0.3073340749095511
16,8816.0,551.0,0.3254116598444669
16,9367.0,585.4375,0.4245966186645713
16,9918.0,619.875,0.5651340558818956
16,10469.0,654.3125,0.7985197066740807
16,11020.0,688.75,1.2101112661108044
16,11571.0,723.1875,2.412526639238311
16,12122.0,757.625,4.371301865194053
16,12673.0,792.0625,8.425106330989498
16,13224.0,826.5,14.69156599734867
32,2204.0,68.875,0.23821641602103213
32,4408.0,137.75,0.23704128871740585
32,6612.0,206.625,0.23723459703882074
32,8816.0,275.5,0.2379508050170866
32,11020.0,344.375,0.2477885865773719
32,11681.199999999999,365.03749999999997,0.24747395164419927
32,12342.4,385.7,0.24696933822781908
32,13003.6,406.3625,0.2468100735264475
32,13664.8,427.025,0.2469687603730341
32,14326.0,447.6875,0.24720007909912284
32,14987.199999999999,468.34999999999997,0.24783858115241528
32,15648.4,489.0125,0.24967015338867077
32,16309.6,509.675,0.2505805812799823
32,16970.8,530.3375,0.25546772229871206
32,17632.0,551.0,0.2603705778294787
32,18734.0,585.4375,0.27170893322569245
32,19836.0,619.875,0.307360276110141
32,20938.0,654.3125,0.45200232444922034
32,22040.0,688.75,0.9111822052341352
32,23142.0,723.1875,2.2944702177180543
32,24244.0,757.625,5.412849674595626
32,25346.0,792.0625,10.78391903000372
32,26448.0,826.5,17.85253776457162
64,4524.0,70.6875,0.23773273082649907
64,9048.0,141.375,0.23770464704779373
64,13572.0,212.0625,0.23757480616320228
64,18096.0,282.75,0.2376463684499328
64,22620.0,353.4375,0.23769940198827508
64,23977.199999999997,374.64374999999995,0.237863149668647
64,25334.4,395.85,0.23821750713441447
64,26691.6,417.05625,0.2387251176113615
64,28048.799999999996,438.26249999999993,0.23968684119240308
64,29406.0,459.46875,0.24092613911357935
64,30763.199999999997,480.67499999999995,0.2428972860515782
64,32120.4,501.88125,0.24452986244239963
64,33477.6,523.0875,0.24855479625963417
64,34834.799999999996,544.2937499999999,0.25895405146127815
64,36192.0,565.5,0.2795529873403408
64,38454.0,600.84375,0.3153822470402563
64,40716.0,636.1875,0.34297361958007366
64,42978.0,671.53125,0.5105494411900032
64,45240.0,706.875,1.1917089170677344
64,47502.0,742.21875,3.6499937237144806
64,49764.0,777.5625,8.031244172371222
64,52026.0,812.90625,14.049794440685108
64,54288.0,848.25,22.494443183136184
128,8990.0,70.234375,0.2381736387371077
128,17980.0,140.46875,0.23757071861084178
128,26970.0,210.703125,0.23737229026520906
128,35960.0,280.9375,0.23746109685878344
128,44950.0,351.171875,0.23757056998332257
128,47647.0,372.2421875,0.23787920137286309
128,50344.0,393.3125,0.23808015631048698
128,53041.0,414.3828125,0.23843571859257903
128,55737.99999999999,435.45312499999994,0.23928642602124017
128,58435.0,456.5234375,0.24032407716735055
128,61132.0,477.59375,0.24199599266864055
128,63829.0,498.6640625,0.2442535808672846
128,66526.0,519.734375,0.246320473596437
128,69223.0,540.8046875,0.2531858064513098
128,71920.0,561.875,0.2639390625527958
128,76415.0,596.9921875,0.2957066695338171
128,80910.0,632.109375,0.3473156118065625
128,85405.0,667.2265625,0.46540115868864684
128,89900.0,702.34375,1.3477255628314777
128,94395.0,737.4609375,3.8051629362478443
128,98890.0,772.578125,8.41389077712246
128,103385.0,807.6953125,14.583840685939613
128,107880.0,842.8125,22.526372848026917
